Team,Conf,Year
Middle Tennessee St.,SB,2003
Milwaukee,Horz,2003
Minnesota,B10,2003
Mississippi,SEC,2003
Mississippi St.,SEC,2003
Mississippi Valley St.,SWAC,2003
Missouri,B12,2003
Monmouth,NEC,2003
Montana,BSky,2003
Montana St.,BSky,2003
Morehead St.,OVC,2003
Morgan St.,MEAC,2003
Morris Brown,ind,2003
Mount St. Mary's,NEC,2003
Murray St.,OVC,2003
N.C. State,ACC,2003
Navy,Pat,2003
Nebraska,B12,2003
Nevada,WAC,2003
New Hampshire,AE,2003
New Mexico,MWC,2003
New Mexico St.,SB,2003
New Orleans,SB,2003
Niagara,MAAC,2003
Nicholls St.,Slnd,2003
Norfolk St.,MEAC,2003
North Carolina,ACC,2003
North Carolina A&T,MEAC,2003
North Texas,SB,2003
Northeastern,AE,2003
Northern Arizona,BSky,2003
Northern Illinois,MAC,2003
Northern Iowa,MVC,2003
Northwestern,B10,2003
Northwestern St.,Slnd,2003
Notre Dame,BE,2003
Oakland,MCon,2003
Ohio,MAC,2003
Ohio St.,B10,2003
Oklahoma,B12,2003
Oklahoma St.,B12,2003
Old Dominion,CAA,2003
Oral Roberts,MCon,2003
Oregon,P10,2003
Oregon St.,P10,2003
Pacific,BW,2003
Penn,Ivy,2003
Penn St.,B10,2003
Pepperdine,WCC,2003
Pittsburgh,BE,2003
Portland,WCC,2003
Portland St.,BSky,2003
Prairie View A&M,SWAC,2003
Princeton,Ivy,2003
Providence,BE,2003
Purdue,B10,2003
Quinnipiac,NEC,2003
Radford,BSth,2003
Rhode Island,A10,2003
Rice,WAC,2003
Richmond,A10,2003
Rider,MAAC,2003
Robert Morris,NEC,2003
Rutgers,BE,2003
SMU,WAC,2003
Sacramento St.,BSky,2003
Sacred Heart,NEC,2003
Saint Joseph's,A10,2003
Saint Louis,CUSA,2003
Saint Mary's,WCC,2003
Saint Peter's,MAAC,2003
Sam Houston St.,Slnd,2003
Samford,ASun,2003
San Diego,WCC,2003
San Diego St.,MWC,2003
San Francisco,WCC,2003
San Jose St.,WAC,2003
Santa Clara,WCC,2003
Savannah St.,ind,2003
Seton Hall,BE,2003
Siena,MAAC,2003
South Alabama,SB,2003
South Carolina,SEC,2003
South Carolina St.,MEAC,2003
South Florida,CUSA,2003
Southeast Missouri St.,OVC,2003
Southeastern Louisiana,Slnd,2003
Southern,SWAC,2003
Southern Illinois,MVC,2003
Southern Miss,CUSA,2003
Southern Utah,MCon,2003
Southwest Missouri St.,MVC,2003
Southwest Texas St.,Slnd,2003
St. Bonaventure,A10,2003
St. Francis NY,NEC,2003
St. Francis PA,NEC,2003
St. John's,BE,2003
Stanford,P10,2003
Stephen F. Austin,Slnd,2003
Stetson,ASun,2003
Stony Brook,AE,2003
Syracuse,BE,2003
TCU,CUSA,2003
Temple,A10,2003
Tennessee,SEC,2003
Tennessee Martin,OVC,2003
Tennessee St.,OVC,2003
Tennessee Tech,OVC,2003
Texas,B12,2003
Texas A&M,B12,2003
Texas A&M Corpus Chris,ind,2003
Texas Pan American,ind,2003
Texas Southern,SWAC,2003
Texas Tech,B12,2003
The Citadel,SC,2003
Toledo,MAC,2003
Towson,CAA,2003
Troy St.,ASun,2003
Tulane,CUSA,2003
Tulsa,WAC,2003
UAB,CUSA,2003
UC Irvine,BW,2003
UC Riverside,BW,2003
UC Santa Barbara,BW,2003
UCF,ASun,2003
UCLA,P10,2003
UMBC,NEC,2003
UMKC,MCon,2003
UNC Asheville,BSth,2003
UNC Greensboro,SC,2003
UNC Wilmington,CAA,2003
UNLV,MWC,2003
USC,P10,2003
UT Arlington,Slnd,2003
UTEP,WAC,2003
UTSA,Slnd,2003
Utah,MWC,2003
Utah St.,BW,2003
VCU,CAA,2003
VMI,SC,2003
Valparaiso,MCon,2003
Vanderbilt,SEC,2003
Vermont,AE,2003
Villanova,BE,2003
Virginia,ACC,2003
Virginia Tech,BE,2003
Wagner,NEC,2003
Wake Forest,ACC,2003
Washington,P10,2003
Washington St.,P10,2003
Weber St.,BSky,2003
West Virginia,BE,2003
Western Carolina,SC,2003
Western Illinois,MCon,2003
Western Kentucky,SB,2003
Western Michigan,MAC,2003
Wichita St.,MVC,2003
William & Mary,CAA,2003
Winthrop,BSth,2003
Wisconsin,B10,2003
Wofford,SC,2003
Wright St.,Horz,2003
Wyoming,MWC,2003
Xavier,A10,2003
Yale,Ivy,2003
Youngstown St.,Horz,2003
Air Force,MWC,2002
Akron,MAC,2002
Alabama,SEC,2002
Alabama A&M,SWAC,2002
Alabama St.,SWAC,2002
Albany,AE,2002
Alcorn St.,SWAC,2002
American,Pat,2002
Appalachian St.,SC,2002
Arizona,P10,2002
Arizona St.,P10,2002
Arkansas,SEC,2002
Arkansas Little Rock,SB,2002
Arkansas Pine Bluff,SWAC,2002
Arkansas St.,SB,2002
Army,Pat,2002
Auburn,SEC,2002
Austin Peay,OVC,2002
BYU,MWC,2002
Ball St.,MAC,2002
Baylor,B12,2002
Belmont,ASun,2002
Bethune Cookman,MEAC,2002
Binghamton,AE,2002
Birmingham Southern,BSth,2002
Boise St.,WAC,2002
Boston College,BE,2002
Boston University,AE,2002
Bowling Green,MAC,2002
Bradley,MVC,2002
Brown,Ivy,2002
Bucknell,Pat,2002
Buffalo,MAC,2002
Butler,Horz,2002
Cal Poly,BW,2002
Cal St. Fullerton,BW,2002
Cal St. Northridge,BW,2002
California,P10,2002
Campbell,ASun,2002
Canisius,MAAC,2002
Centenary,ind,2002
Central Connecticut,NEC,2002
Central Michigan,MAC,2002
Charleston Southern,BSth,2002
Charlotte,CUSA,2002
Chattanooga,SC,2002
Chicago St.,MCon,2002
Cincinnati,CUSA,2002
Clemson,ACC,2002
Cleveland St.,Horz,2002
Coastal Carolina,BSth,2002
Colgate,Pat,2002
College of Charleston,SC,2002
Colorado,B12,2002
Colorado St.,MWC,2002
Columbia,Ivy,2002
Connecticut,BE,2002
Coppin St.,MEAC,2002
Cornell,Ivy,2002
Creighton,MVC,2002
Dartmouth,Ivy,2002
Davidson,SC,2002
Dayton,A10,2002
DePaul,CUSA,2002
Delaware,CAA,2002
Delaware St.,MEAC,2002
Denver,SB,2002
Detroit,Horz,2002
Drake,MVC,2002
Drexel,CAA,2002
Duke,ACC,2002
Duquesne,A10,2002
East Carolina,CUSA,2002
East Tennessee St.,SC,2002
Eastern Illinois,OVC,2002
Eastern Kentucky,OVC,2002
Eastern Michigan,MAC,2002
Eastern Washington,BSky,2002
Elon,BSth,2002
Evansville,MVC,2002
FIU,SB,2002
Fairfield,MAAC,2002
Fairleigh Dickinson,NEC,2002
Florida,SEC,2002
Florida A&M,MEAC,2002
Florida Atlantic,ASun,2002
Florida St.,ACC,2002
Fordham,A10,2002
Fresno St.,WAC,2002
Furman,SC,2002
Gardner Webb,ind,2002
George Mason,CAA,2002
George Washington,A10,2002
Georgetown,BE,2002
Georgia,SEC,2002
Georgia Southern,SC,2002
Georgia St.,ASun,2002
Georgia Tech,ACC,2002
Gonzaga,WCC,2002
Grambling St.,SWAC,2002
Green Bay,Horz,2002
Hampton,MEAC,2002
Hartford,AE,2002
Harvard,Ivy,2002
Hawaii,WAC,2002
High Point,BSth,2002
Hofstra,CAA,2002
Holy Cross,Pat,2002
Houston,CUSA,2002
Howard,MEAC,2002
IPFW,ind,2002
IUPUI,MCon,2002
Idaho,BW,2002
Idaho St.,BSky,2002
Illinois,B10,2002
Illinois Chicago,Horz,2002
Illinois St.,MVC,2002
Indiana,B10,2002
Indiana St.,MVC,2002
Iona,MAAC,2002
Iowa,B10,2002
Iowa St.,B12,2002
Jackson St.,SWAC,2002
Jacksonville,ASun,2002
Jacksonville St.,ASun,2002
James Madison,CAA,2002
Kansas,B12,2002
Kansas St.,B12,2002
Kent St.,MAC,2002
Kentucky,SEC,2002
LIU Brooklyn,NEC,2002
LSU,SEC,2002
La Salle,A10,2002
Lafayette,Pat,2002
Lamar,Slnd,2002
Lehigh,Pat,2002
Liberty,BSth,2002
Lipscomb,ind,2002
Long Beach St.,BW,2002
Louisiana Lafayette,SB,2002
Louisiana Monroe,Slnd,2002
Louisiana Tech,WAC,2002
Louisville,CUSA,2002
Loyola Chicago,Horz,2002
Loyola MD,MAAC,2002
Loyola Marymount,WCC,2002
Maine,AE,2002
Manhattan,MAAC,2002
Marist,MAAC,2002
Marquette,CUSA,2002
Marshall,MAC,2002
Maryland,ACC,2002
Maryland Eastern Shore,MEAC,2002
Massachusetts,A10,2002
McNeese St.,Slnd,2002
Memphis,CUSA,2002
Mercer,ASun,2002
Miami FL,BE,2002
Miami OH,MAC,2002
Michigan,B10,2002
Michigan St.,B10,2002
Middle Tennessee,SB,2002
Milwaukee,Horz,2002
Minnesota,B10,2002
Mississippi,SEC,2002
Mississippi St.,SEC,2002
Mississippi Valley St.,SWAC,2002
Missouri,B12,2002
Monmouth,NEC,2002
Montana,BSky,2002
Montana St.,BSky,2002
Morehead St.,OVC,2002
Morgan St.,MEAC,2002
Morris Brown,ind,2002
Mount St. Mary's,NEC,2002
Murray St.,OVC,2002
N.C. State,ACC,2002
Navy,Pat,2002
Nebraska,B12,2002
Nevada,WAC,2002
New Hampshire,AE,2002
New Mexico,MWC,2002
New Mexico St.,SB,2002
New Orleans,SB,2002
Niagara,MAAC,2002
Nicholls St.,Slnd,2002
Norfolk St.,MEAC,2002
North Carolina,ACC,2002
North Carolina A&T,MEAC,2002
North Texas,SB,2002
Northeastern,AE,2002
Northern Arizona,BSky,2002
Northern Illinois,MAC,2002
Northern Iowa,MVC,2002
Northwestern,B10,2002
Northwestern St.,Slnd,2002
Notre Dame,BE,2002
Oakland,MCon,2002
Ohio,MAC,2002
Ohio St.,B10,2002
Oklahoma,B12,2002
Oklahoma St.,B12,2002
Old Dominion,CAA,2002
Oral Roberts,MCon,2002
Oregon,P10,2002
Oregon St.,P10,2002
Pacific,BW,2002
Penn,Ivy,2002
Penn St.,B10,2002
Pepperdine,WCC,2002
Pittsburgh,BE,2002
Portland,WCC,2002
Portland St.,BSky,2002
Prairie View A&M,SWAC,2002
Princeton,Ivy,2002
Providence,BE,2002
Purdue,B10,2002
Quinnipiac,NEC,2002
Radford,BSth,2002
Rhode Island,A10,2002
Rice,WAC,2002
Richmond,A10,2002
Rider,MAAC,2002
Robert Morris,NEC,2002
Rutgers,BE,2002
SMU,WAC,2002
Sacramento St.,BSky,2002
Sacred Heart,NEC,2002
Saint Joseph's,A10,2002
Saint Louis,CUSA,2002
Saint Mary's,WCC,2002
Saint Peter's,MAAC,2002
Sam Houston St.,Slnd,2002
Samford,ASun,2002
San Diego,WCC,2002
San Diego St.,MWC,2002
San Francisco,WCC,2002
San Jose St.,WAC,2002
Santa Clara,WCC,2002
Savannah St.,ind,2002
Seton Hall,BE,2002
Siena,MAAC,2002
South Alabama,SB,2002
South Carolina,SEC,2002
South Carolina St.,MEAC,2002
South Florida,CUSA,2002
Southeast Missouri St.,OVC,2002
Southeastern Louisiana,Slnd,2002
Southern,SWAC,2002
Southern Illinois,MVC,2002
Southern Miss,CUSA,2002
Southern Utah,MCon,2002
Southwest Missouri St.,MVC,2002
Southwest Texas St.,Slnd,2002
St. Bonaventure,A10,2002
St. Francis NY,NEC,2002
St. Francis PA,NEC,2002
St. John's,BE,2002
Stanford,P10,2002
Stephen F. Austin,Slnd,2002
Stetson,ASun,2002
Stony Brook,AE,2002
Syracuse,BE,2002
TCU,CUSA,2002
Temple,A10,2002
Tennessee,SEC,2002
Tennessee Martin,OVC,2002
Tennessee St.,OVC,2002
Tennessee Tech,OVC,2002
Texas,B12,2002
Texas A&M,B12,2002
Texas A&M Corpus Chris,ind,2002
Texas Pan American,ind,2002
Texas Southern,SWAC,2002
Texas Tech,B12,2002
The Citadel,SC,2002
Toledo,MAC,2002
Towson,CAA,2002
Troy St.,ASun,2002
Tulane,CUSA,2002
Tulsa,WAC,2002
UAB,CUSA,2002
UC Irvine,BW,2002
UC Riverside,BW,2002
UC Santa Barbara,BW,2002
UCF,ASun,2002
UCLA,P10,2002
UMBC,NEC,2002
UMKC,MCon,2002
UNC Asheville,BSth,2002
UNC Greensboro,SC,2002
UNC Wilmington,CAA,2002
UNLV,MWC,2002
USC,P10,2002
UT Arlington,Slnd,2002
UTEP,WAC,2002
UTSA,Slnd,2002
Utah,MWC,2002
Utah St.,BW,2002
VCU,CAA,2002
VMI,SC,2002
Valparaiso,MCon,2002
Vanderbilt,SEC,2002
Vermont,AE,2002
Villanova,BE,2002
Virginia,ACC,2002
Virginia Tech,BE,2002
Wagner,NEC,2002
Wake Forest,ACC,2002
Washington,P10,2002
Washington St.,P10,2002
Weber St.,BSky,2002
West Virginia,BE,2002
Western Carolina,SC,2002
Western Illinois,MCon,2002
Western Kentucky,SB,2002
Western Michigan,MAC,2002
Wichita St.,MVC,2002
William & Mary,CAA,2002
Winthrop,BSth,2002
Wisconsin,B10,2002
Wofford,SC,2002
Wright St.,Horz,2002
Wyoming,MWC,2002
Xavier,A10,2002
Yale,Ivy,2002
Youngstown St.,Horz,2002
